tracking_id	shCtrl-1_0	shCtrl-2_0	shU-1_0	shU-2_0
ENSMUSG00000067199.3	1.8151	1.71915	2.11807	1.93332
ENSMUSG00000067201.5	0	0	0	0
ENSMUSG00000067203.6	0.0331288	0.0373978	0.364589	0.039565
ENSMUSG00000067206.2	0	0	0.0118803	0.0118103
ENSMUSG00000067208.4	0	0	0	0.0930253
ENSMUSG00000067209.5	0	0	0	0
ENSMUSG00000067212.7	0.190304	0.143608	0.112844	0.140597
ENSMUSG00000067215.5	0	0	0	0
ENSMUSG00000067219.5	0.171222	0.248898	1.48772	1.87182
ENSMUSG00000067220.6	0	0	0	0
ENSMUSG00000067224.3	0.112728	0.0425186	0.0450247	0.0900089
ENSMUSG00000067225.1	0.0191471	0.0214636	0	0
ENSMUSG00000067229.3	0.105169	0.0708023	0	0
ENSMUSG00000067231.4	0.590422	0.291734	0.0206237	0.12319
ENSMUSG00000067235.7	0.0216648	0.00804734	0.0405424	0.00848379
ENSMUSG00000067242.5	0	0	0	0
ENSMUSG00000067261.3	0	0	0	0
ENSMUSG00000067262.7	0	0	0	0
ENSMUSG00000067274.4	1910.69	2030.94	2273.21	2178.37
ENSMUSG00000067276.5	0.031496	0.0396104	0.0210124	0.0346448
ENSMUSG00000067279.2	1.81613	1.72354	0.0281271	0.0839146
ENSMUSG00000067285.4	0	0	0	0
ENSMUSG00000067288.6	5898.95	6245.02	7064.27	6440.04
ENSMUSG00000067292.3	0	0	0	0
ENSMUSG00000067297.4	1.08879	1.20366	0.35151	0.314487
ENSMUSG00000067299.5	0	0	0	0
ENSMUSG00000067313.4	0	0	0	0
ENSMUSG00000067321.4	0	0	0	0
ENSMUSG00000067331.5	0	0	0	0
ENSMUSG00000067336.4	12.8787	13.126	10.2309	14.3614
ENSMUSG00000067338.6	0	0	0	0
ENSMUSG00000067341.5	0	0	0	0
ENSMUSG00000067344.5	10.0826	11.674	17.3354	21.3971
ENSMUSG00000067351.1	0	0	0	0
ENSMUSG00000067352.6	1.48933	0.936096	0.647342	0.666041
ENSMUSG00000067356.5	0.128376	0.144378	0.0918121	0.244141
ENSMUSG00000067358.4	0	0	0	0
ENSMUSG00000067359.4	0	0	0	0
ENSMUSG00000067360.5	0	0	0	0
ENSMUSG00000067365.4	29.9476	29.2306	68.3185	59.9611
ENSMUSG00000067367.3	8.90905	8.71902	12.9764	11.6944
ENSMUSG00000067369.6	12.6463	13.6202	16.9113	15.6781
ENSMUSG00000067370.2	0.415858	0.589651	0.65114	1.0381
ENSMUSG00000067377.5	1.61252	2.00133	3.69635	4.15838
ENSMUSG00000067389.3	0.150455	0.0571032	0	0.0605555
ENSMUSG00000067399.3	0.231451	0.258847	0.0171582	0.0682878
ENSMUSG00000067402.5	0.114978	0.116664	0.099011	0.0861315
ENSMUSG00000067416.5	0	0.0145384	0	0
ENSMUSG00000067424.5	6.30612	6.98525	4.09034	5.62557
ENSMUSG00000067430.6	5.55766	5.82088	5.24627	5.9965
ENSMUSG00000067438.2	0	0	0	0
ENSMUSG00000067440.1	0.0755709	0	0	0
ENSMUSG00000067441.5	0	0	0	0
ENSMUSG00000067455.3	640.62	718.009	569.262	530.171
ENSMUSG00000067480.6	36.2304	34.4754	31.6492	26.9164
ENSMUSG00000067482.1	0	0	0	0
ENSMUSG00000067484.1	0	0	0	0
ENSMUSG00000067513.1	0	0	0	0
ENSMUSG00000067515.2	0	0	0	0
ENSMUSG00000067519.1	0	0	0	0
ENSMUSG00000067520.2	0	0	0	0
ENSMUSG00000067522.2	0	0	0	0
ENSMUSG00000067524.1	0	0	0	0
ENSMUSG00000067525.2	0	0	0	0
ENSMUSG00000067526.1	0.0412312	0	0	0
ENSMUSG00000067528.1	0.2053	0	0	0
ENSMUSG00000067529.1	0	0.0471359	0	0.0499258
ENSMUSG00000067541.5	0	0	0	0
ENSMUSG00000067543.5	0	0	0	0
ENSMUSG00000067545.2	0.0315439	0	0	0
ENSMUSG00000067547.5	1.20928	1.03269	0.913166	0.98829
ENSMUSG00000067549.3	0	0	0	0
ENSMUSG00000067555.1	0	0	0	0
ENSMUSG00000067558.6	0	0	0	0
ENSMUSG00000067561.5	0	0.0322686	0	0
ENSMUSG00000067562.4	0	0	0	0
ENSMUSG00000067567.6	7.49196	8.2452	7.68738	7.55591
ENSMUSG00000067571.3	0	0	0	0
ENSMUSG00000067575.5	37.925	32.9556	34.0723	21.3009
ENSMUSG00000067577.2	0	0.0175153	0.0371506	0
ENSMUSG00000067578.3	0	0	0	0
ENSMUSG00000067579.6	350.874	386.252	467.069	509.094
ENSMUSG00000067581.2	0.0463158	0	0	0
ENSMUSG00000067582.4	0	0	0	0
ENSMUSG00000067586.3	0	0	0	0
ENSMUSG00000067591.6	0	0	0	0
ENSMUSG00000067594.5	0	0	0	0
ENSMUSG00000067596.3	0	0.0233003	0	0.0246089
ENSMUSG00000067597.5	0	0	0	0
ENSMUSG00000067599.6	0	0	0	0
ENSMUSG00000067604.2	0	0.128535	0	0
ENSMUSG00000067608.3	11.6249	13.7883	7.26304	5.44535
ENSMUSG00000067610.1	0.623518	0.600054	0	0
ENSMUSG00000067613.5	0.0773461	0.0866125	0.642648	0.428225
ENSMUSG00000067614.3	0	0	0.0541054	0
ENSMUSG00000067615.3	0	0.0202998	0	0.0214321
ENSMUSG00000067616.4	0	0	0	0
ENSMUSG00000067626.4	0.448242	0.471514	0.471284	0.710732
ENSMUSG00000067627.2	0	0	0	0
ENSMUSG00000067629.3	0.694399	0.673566	0.776565	1.05054
ENSMUSG00000067642.5	0.0309167	0.138484	0.0366047	0
ENSMUSG00000067646.3	0	0	0	0
ENSMUSG00000067647.3	0	0	0	0
ENSMUSG00000067649.3	0	0	0	0
ENSMUSG00000067650.2	0	0	0	0
ENSMUSG00000067653.5	4.72673	4.42306	3.43577	4.78884
ENSMUSG00000067656.5	0	0	0	0
ENSMUSG00000067657.1	0	0	0	0.122604
ENSMUSG00000067679.3	0	0	0	0
ENSMUSG00000067684.1	0	0	0	0
ENSMUSG00000067698.3	0	0	0	0
ENSMUSG00000067700.5	0	0	0	0
ENSMUSG00000067702.5	0.0690221	0.0516813	0	0
ENSMUSG00000067704.1	0	0	0	0
ENSMUSG00000067713.5	47.1397	46.3226	56.8718	55.0466
ENSMUSG00000067714.6	0	0	0	0
ENSMUSG00000067716.2	0	0	0	0
ENSMUSG00000067719.3	101.374	91.4072	124.569	129.108
ENSMUSG00000067722.3	8.72352	9.07552	8.16099	7.6028
ENSMUSG00000067724.4	0.106934	0.149077	0.137075	0.0838386
ENSMUSG00000067736.1	238.107	257.106	317.453	412.423
ENSMUSG00000067744.3	0	0	0	0
ENSMUSG00000067745.4	0	0	0	0
ENSMUSG00000067750.3	0.0167857	0.0187943	0	0
ENSMUSG00000067764.5	0	0	0	0
ENSMUSG00000067767.5	0	0	0	0
ENSMUSG00000067768.5	0.0194611	0	0	0
ENSMUSG00000067771.2	0.235605	0.288122	0.186042	0.22463
ENSMUSG00000067773.5	0	0	0	0
ENSMUSG00000067780.2	0	0	0.00522777	0.0103826
ENSMUSG00000067786.9	1.33493	2.43754	2.1212	2.13456
ENSMUSG00000067787.4	17.6398	16.1338	18.8743	19.7967
ENSMUSG00000067795.5	0.137808	0.0519664	0.0550081	0.0550741
ENSMUSG00000067798.5	0	0	0	0
ENSMUSG00000067813.3	18.3419	19.0825	7.39201	7.42074
ENSMUSG00000067818.6	1.27354	1.32674	0	0.0910711
ENSMUSG00000067825.5	11.4647	12.5617	11.8359	13.6191
ENSMUSG00000067833.2	14.0769	13.7017	15.946	19.0662
ENSMUSG00000067835.4	0	0	0	0
ENSMUSG00000067843.6	0	0	0	0
ENSMUSG00000067847.7	219.388	213.473	198.56	176.58
ENSMUSG00000067848.5	0	0	0	0
ENSMUSG00000067851.5	18.7155	21.7115	32.3971	35.4817
ENSMUSG00000067855.6	0	0	0	0
ENSMUSG00000067860.5	0.0751811	0.0119975	0	0
ENSMUSG00000067869.3	0.0439514	0.0998429	0.211366	0.211543
ENSMUSG00000067870.2	0.301617	0.904802	0.951223	1.36377
ENSMUSG00000067872.2	0.0201594	0.056241	0.0715978	0.106765
ENSMUSG00000067873.5	21.9798	21.7682	17.3863	17.4823
ENSMUSG00000067878.7	0	0	0	0
ENSMUSG00000067879.3	0	0	0.0462638	0.0114972
ENSMUSG00000067882.5	0	0	0	0
ENSMUSG00000067889.4	0.387895	0.271225	0.270403	0.28147
ENSMUSG00000067909.4	0	0	0	0
ENSMUSG00000067916.3	0.0457596	0.0638738	0.0813079	0.0269505
ENSMUSG00000067919.7	0.0165422	0.0924335	0.027898	0.0277216
ENSMUSG00000067924.3	12.9345	11.5332	10.7151	13.7326
ENSMUSG00000067925.3	11.3166	11.8256	11.9284	11.867
ENSMUSG00000067928.5	10.092	10.12	14.3552	13.5584
ENSMUSG00000067929.3	1.42714	3.10588	7.48851	4.79522
ENSMUSG00000067931.5	12.8598	12.386	8.64119	8.17041
ENSMUSG00000067941.5	0.128666	0.288795	0.178595	0.355883
ENSMUSG00000067942.5	9.78608	10.0032	8.53	7.92025
ENSMUSG00000067949.2	0	0	0	0
ENSMUSG00000067951.2	0	0	0	0
ENSMUSG00000067971.2	0	0.0400822	0	0
ENSMUSG00000067973.5	0	0	0	0
ENSMUSG00000067978.5	0	0	0	0
ENSMUSG00000067995.4	19.7628	20.8156	34.385	31.2259
ENSMUSG00000067996.5	0	0	0	0
ENSMUSG00000067998.5	0	0	0	0
ENSMUSG00000068008.2	0	0	0	0
ENSMUSG00000068009.5	0	0	0	0
ENSMUSG00000068011.4	0.754249	0.70905	3.02339	2.3276
ENSMUSG00000068014.4	0	0	0	0
ENSMUSG00000068015.5	5.68944	4.92518	2.47895	2.01581
ENSMUSG00000068036.7	89.3316	86.5748	145.732	162.083
ENSMUSG00000068037.4	0.0812276	0.0451376	0.04776	0.169428
ENSMUSG00000068039.6	263.471	260.299	373.842	339.603
ENSMUSG00000068040.4	28.8182	29.2663	30.1908	30.7167
ENSMUSG00000068046.5	0	0	0	0
ENSMUSG00000068048.7	0	0	0	0
ENSMUSG00000068062.3	0	0	0	0
ENSMUSG00000068067.1	0	0	0	0
ENSMUSG00000068068.1	0	0	0	0
ENSMUSG00000068071.1	0	0	0	0
ENSMUSG00000068073.1	0	0	0	0
ENSMUSG00000068074.2	0	0	0	0
ENSMUSG00000068075.1	0	0	0	0
ENSMUSG00000068078.3	0	0	0	0
ENSMUSG00000068079.5	0	0	0	0
ENSMUSG00000068082.7	0	0	0	0
ENSMUSG00000068083.1	0	0	0	0
ENSMUSG00000068085.5	0	0	0	0
ENSMUSG00000068086.5	0.0829013	0	0	0
ENSMUSG00000068099.4	0.0226968	0.0509893	0	0
ENSMUSG00000068101.4	3.11331	4.07847	3.39349	3.45904
ENSMUSG00000068102.3	0	0	0	0
ENSMUSG00000068103.5	0.366521	0.156153	0	0
ENSMUSG00000068105.3	0	0	0	0
ENSMUSG00000068113.5	0.0233148	0	0	0
ENSMUSG00000068114.5	5.91655	5.18655	4.88642	3.96836
ENSMUSG00000068115.6	2.8047	1.81092	2.66509	2.3078
ENSMUSG00000068117.3	0	0	0	0
ENSMUSG00000068120.1	1.33829	0.477438	0.334999	0.34176
ENSMUSG00000068122.3	0	0	0	0
ENSMUSG00000068129.4	0.11611	0	0	0
ENSMUSG00000068130.4	7.11016	7.59116	8.71263	8.31502
ENSMUSG00000068134.7	11.4472	13.0161	7.93487	7.24051
ENSMUSG00000068141.3	0.567301	0.161248	0.507741	0.626735
ENSMUSG00000068149.5	0	0	0	0
ENSMUSG00000068151.6	0	0	0	0.104671
ENSMUSG00000068154.4	0.0103145	0	0	0.0485636
ENSMUSG00000068165.1	0	0	0	0
ENSMUSG00000068167.4	0	0	0	0
ENSMUSG00000068173.4	0	0	0.137817	0.1399
ENSMUSG00000068180.6	0	0	0	0
ENSMUSG00000068181.1	0	0	0	0
ENSMUSG00000068182.1	0	0	0	0
ENSMUSG00000068184.5	20.1092	15.8648	13.6789	13.64
ENSMUSG00000068196.4	0	0	0	0
ENSMUSG00000068200.6	0.575751	0.271178	0	0.145165
ENSMUSG00000068205.7	1.74408	1.19285	0.756932	1.08839
ENSMUSG00000068206.5	22.9576	21.8858	26.0658	26.4115
ENSMUSG00000068218.5	0	0	0	0
ENSMUSG00000068219.8	0	0	0	0
ENSMUSG00000068220.5	603.974	621.366	726.628	657.169
ENSMUSG00000068221.4	1.05707	1.56621	0.454768	0.472359
ENSMUSG00000068226.1	0.130307	0.464006	0	0.165981
ENSMUSG00000068227.2	0.0354355	0.0670181	0.0429253	0.0282798
ENSMUSG00000068228.2	0	0	0	0
ENSMUSG00000068230.5	0	0	0	0
ENSMUSG00000068231.2	0	0	0	0
ENSMUSG00000068232.2	0	0	0	0
ENSMUSG00000068234.5	0.0667795	0	0	0
ENSMUSG00000068235.2	0	0	0	0
ENSMUSG00000068240.3	192.731	174.022	170.903	171.655
ENSMUSG00000068243.6	0	0	0	0
ENSMUSG00000068245.7	0.134986	0.157327	0.0431264	0.05556
ENSMUSG00000068246.4	0.246208	0.376965	0.0266408	0
ENSMUSG00000068250.7	32.3468	31.9253	31.0637	24.9419
ENSMUSG00000068252.5	0	0.138436	0	0
ENSMUSG00000068259.2	0.0821201	0.186147	0.0985501	0
ENSMUSG00000068262.2	0.744098	0.992756	1.38083	0.819909
ENSMUSG00000068263.4	0.0347991	0.0389912	0	0
ENSMUSG00000068264.5	11.3455	11.1389	8.20912	5.90458
ENSMUSG00000068267.3	29.1638	27.3621	12.3502	12.1901
ENSMUSG00000068270.8	11.0033	9.96264	11.8232	8.72894
ENSMUSG00000068284.7	1.99062	2.09868	4.04582	5.01775
ENSMUSG00000068289.4	0	0.106111	0	0.0562329
ENSMUSG00000068290.5	65.7431	62.7197	56.956	52.2933
ENSMUSG00000068299.5	4.9277	4.76882	3.38462	3.28848
ENSMUSG00000068302.6	0	0	0	0.0166102
ENSMUSG00000068303.5	0	0	0	0
ENSMUSG00000068314.4	1.4739	1.18892	1.70493	1.62647
ENSMUSG00000068320.3	0	0	0	0
ENSMUSG00000068323.6	0.104652	0.0891313	0.210992	0.216818
ENSMUSG00000068324.3	64.0798	50.5396	63.4144	48.1804
ENSMUSG00000068327.3	0	0	0	0
ENSMUSG00000068328.6	61.2093	63.7087	96.3185	97.8884
ENSMUSG00000068329.6	39.1767	42.9089	44.4157	40.0096
ENSMUSG00000068335.5	50.1458	49.2824	69.9312	59.7939
ENSMUSG00000068341.2	0	0	0	0
ENSMUSG00000068348.3	0	0	0	0
ENSMUSG00000068349.5	0.381285	0.504773	0.388757	0.652978
ENSMUSG00000068373.7	0	0	0.003535	0
ENSMUSG00000068385.3	0	0	0	0
ENSMUSG00000068391.2	48.8195	48.8225	55.5769	50.6036
ENSMUSG00000068392.2	0	0	0	0
ENSMUSG00000068394.4	1.71117	1.94674	2.42595	2.22122
ENSMUSG00000068396.7	527.986	540.059	717.389	705.085
ENSMUSG00000068397.4	923.999	955.772	1280.85	1086.73
ENSMUSG00000068399.4	0	0	0.0378187	0
ENSMUSG00000068407.2	0	0	0	0
ENSMUSG00000068417.7	1.33859	0.839598	3.52873	2.78445
ENSMUSG00000068425.1	0	0	0	0
ENSMUSG00000068426.4	0	0	0	0
ENSMUSG00000068428.5	0	0	0	0
ENSMUSG00000068431.2	0	0	0	0
ENSMUSG00000068433.1	0	0	0	0
ENSMUSG00000068437.2	0	0	0	0
ENSMUSG00000068452.6	0	0	0	0
ENSMUSG00000068457.7	0.210044	0.0287816	0.019648	0
ENSMUSG00000068463.3	0.244135	0.212263	0.209056	0.239963
ENSMUSG00000068465.3	0	0	0	0
ENSMUSG00000068466.5	0.138448	0	0	0
ENSMUSG00000068474.1	0	0	0	0
ENSMUSG00000068475.1	0	0	0	0
ENSMUSG00000068476.4	0	0	0	0
ENSMUSG00000068479.5	13.6026	13.1152	22.7609	20.6089
ENSMUSG00000068480.5	0	0	0	0
ENSMUSG00000068487.5	0.579522	0.34655	0.364475	0.186329
ENSMUSG00000068492.3	0	0	0	0
ENSMUSG00000068506.3	0	0	0	0
ENSMUSG00000068522.3	0	0	0	0
ENSMUSG00000068523.6	382.34	396.241	478.715	437.264
ENSMUSG00000068535.1	0	0	0	0
ENSMUSG00000068536.3	0	0	0	0
ENSMUSG00000068537.1	0	0	0	0
ENSMUSG00000068545.7	0	0	0	0
ENSMUSG00000068547.3	0.49014	0.713631	0.340672	0.351485
ENSMUSG00000068551.6	0.518484	1.01579	0.0826112	0.307738
ENSMUSG00000068566.6	21.6764	20.6888	51.1606	74.4595
ENSMUSG00000068574.1	0	0	0	0.0492875
ENSMUSG00000068579.3	350.202	313.009	440.757	374.057
ENSMUSG00000068580.5	14.7927	14.655	12.425	10.4808
ENSMUSG00000068587.5	0.0520664	0.137847	0.0117017	0.0116212
ENSMUSG00000068599.4	0.919704	1.72498	0.300737	0.626976
ENSMUSG00000068600.3	0.403288	0.0725725	0.0767361	0.154212
ENSMUSG00000068601.2	0.524559	0.497544	0.292539	0.440069
ENSMUSG00000068604.4	2.38403	1.32814	1.78448	0.757843
ENSMUSG00000068606.4	0.0122524	0	0	0
ENSMUSG00000068614.7	0	0	0	0
ENSMUSG00000068615.4	0	0	0	0
ENSMUSG00000068617.3	0.0760621	0.166412	0.0934875	0.222425
ENSMUSG00000068629.3	0	0	0	0
ENSMUSG00000068631.6	0	0	0.388471	0
ENSMUSG00000068638.2	0.0322993	0	0	0
ENSMUSG00000068641.4	0	0	0	0
ENSMUSG00000068644.1	0	0	0	0
ENSMUSG00000068645.2	0	0	0	0
ENSMUSG00000068646.1	0	0	0	0
ENSMUSG00000068647.1	0	0	0	0
ENSMUSG00000068663.6	2.55591	2.78582	3.7772	5.03728
ENSMUSG00000068674.2	0	0	0	0
ENSMUSG00000068680.1	0.0236274	0.0527771	0	0
ENSMUSG00000068686.6	0.958391	0.163079	0.343209	0.175188
ENSMUSG00000068689.7	0	0	0	0
ENSMUSG00000068696.5	0	0	0	0
ENSMUSG00000068697.6	0	0.0310822	0	0
ENSMUSG00000068699.5	17.7473	18.0712	86.6291	92.6497
ENSMUSG00000068706.1	2.36317	2.38182	3.90503	3.39868
ENSMUSG00000068732.5	35.6269	34.9656	10.2955	10.3562
ENSMUSG00000068735.7	0.0365542	0.0133423	0.276511	0.0143547
ENSMUSG00000068739.7	296.384	263.85	427.756	350.554
ENSMUSG00000068740.6	0.492681	0.519695	0.0947407	0.152726
ENSMUSG00000068742.5	7.48354	6.51403	7.93246	8.65815
ENSMUSG00000068744.6	34.0924	33.5862	28.3302	27.7257
ENSMUSG00000068745.5	0	0	0	0
ENSMUSG00000068747.7	4.83951	4.88253	1.50342	1.6292
ENSMUSG00000068748.3	0.0491449	0.0574754	0	0.0132945
ENSMUSG00000068749.5	103.683	101.202	129.192	109.295
ENSMUSG00000068758.6	5.734	6.43806	4.5922	4.98081
ENSMUSG00000068762.5	1.17624	1.4888	0.228303	0.321379
ENSMUSG00000068776.5	0	0	0	0
ENSMUSG00000068777.2	0	0	0	0
ENSMUSG00000068794.5	0.00756629	0	0	0
ENSMUSG00000068798.6	27.1191	25.5573	32.6545	28.0413
ENSMUSG00000068806.4	0	0	0	0
ENSMUSG00000068808.1	0	0	0	0
ENSMUSG00000068809.2	0	0	0	0
ENSMUSG00000068810.3	0	0	0	0
ENSMUSG00000068814.1	0	0	0	0
ENSMUSG00000068815.1	0	0	0	0
ENSMUSG00000068816.2	0	0	0	0
ENSMUSG00000068817.2	0	0	0	0
ENSMUSG00000068818.4	0	0	0	0
ENSMUSG00000068819.1	0	0	0	0
ENSMUSG00000068823.5	171.749	168.894	299.863	280.335
ENSMUSG00000068824.3	0	0	0	0
ENSMUSG00000068825.3	0	0	0	0
ENSMUSG00000068851.2	374.392	376.752	313.831	273.273
ENSMUSG00000068854.6	3.25329	3.52402	2.08157	1.99736
ENSMUSG00000068855.3	71.748	83.2967	40.3507	39.7414
ENSMUSG00000068856.3	7.35742	7.98237	8.95066	11.0305
ENSMUSG00000068859.5	0.00690882	0.0153984	0	0.0911247
ENSMUSG00000068860.5	0.553564	0.490289	0.587352	0.516041
ENSMUSG00000068869.5	8.10224	6.18973	9.23053	7.07105
ENSMUSG00000068874.7	97.2623	99.141	32.9404	28.6507
ENSMUSG00000068876.7	16.3329	17.0261	29.3407	28.1385
ENSMUSG00000068877.5	22.0311	17.7182	8.68197	7.87035
ENSMUSG00000068879.2	0	0	0	0
ENSMUSG00000068882.6	119.219	116.878	153.887	133.533
ENSMUSG00000068885.3	0	0	0	0
ENSMUSG00000068887.3	0	0	0	0
ENSMUSG00000068888.2	0	0	0	0
ENSMUSG00000068889.1	0	0	0	0.0733578
ENSMUSG00000068890.5	0	0	0	0.0727426
ENSMUSG00000068893.4	0.0590323	0.0675186	0	0
ENSMUSG00000068917.6	18.5744	18.1673	19.114	19.8158
ENSMUSG00000068921.7	93.6795	91.364	88.7	80.4147
ENSMUSG00000068922.7	24.9847	23.4357	25.8133	25.6134
ENSMUSG00000068923.6	6.69657	5.4068	1.61752	1.65356
ENSMUSG00000068924.2	0.041174	0	0	0
ENSMUSG00000068940.5	0	0	0	0
ENSMUSG00000068947.1	0	0	0	0
ENSMUSG00000068948.4	0	0	0	0
ENSMUSG00000068950.1	0	0	0	0
ENSMUSG00000068957.1	0.0518439	0.0583133	0.0309015	0.0308158
ENSMUSG00000068959.4	0.619257	0.792765	1.03636	1.15642
ENSMUSG00000068962.5	0.0610605	0.0545679	0	0.0287836
ENSMUSG00000068964.4	0	0	0	0
ENSMUSG00000068966.4	2.90775	2.12094	1.95825	1.60823
ENSMUSG00000068969.1	0.157187	0	0.59664	0.407923
ENSMUSG00000068979.1	0.215226	0.267172	0.279569	0.290325
ENSMUSG00000068999.4	0	0	0	0
ENSMUSG00000069008.1	1.72068	2.19648	2.32753	2.80047
ENSMUSG00000069011.4	0.253803	0.436416	0.153813	0.386394
ENSMUSG00000069014.2	0	0	0	0
ENSMUSG00000069020.3	28.1438	24.7979	20.9152	19.3965
ENSMUSG00000069031.5	0	0	0	0
ENSMUSG00000069036.2	0	0	0	0
ENSMUSG00000069038.2	0	0	0	0
ENSMUSG00000069041.6	0.0211087	0	0	0.025017
ENSMUSG00000069044.5	0	0	0	0
ENSMUSG00000069045.5	0.0134238	0.0373874	0.0158686	0.00788249
ENSMUSG00000069049.5	0.0367069	0	0	0.118415
ENSMUSG00000069053.5	0	0	0	0
ENSMUSG00000069056.1	1.44904	1.74144	1.1015	1.15761
ENSMUSG00000069070.4	39.2974	36.1966	32.734	28.7905
ENSMUSG00000069072.3	0	0.00382599	0	0.0365792
ENSMUSG00000069074.2	0	0	0	0
ENSMUSG00000069080.5	0	0	0	0
ENSMUSG00000069083.2	6.00591	6.66786	12.0866	10.5563
ENSMUSG00000069085.5	0	0	0	0
ENSMUSG00000069089.6	24.8135	25.3376	39.3323	32.0004
ENSMUSG00000069094.6	15.5627	18.1199	16.2104	19.2976
ENSMUSG00000069106.2	18.6178	15.2167	17.2229	17.3976
ENSMUSG00000069114.7	5.59595	6.71497	11.6427	13.6829
ENSMUSG00000069117.2	0	0	0	0
ENSMUSG00000069118.2	0	0	0	0
ENSMUSG00000069125.1	0.165037	0	0	0
ENSMUSG00000069132.3	0	0	0	0
ENSMUSG00000069135.5	9.75546	10.7621	19.6501	19.3064
ENSMUSG00000069136.4	1.35754	0.904936	0.760979	0.779299
ENSMUSG00000069170.6	1.12913	1.42026	0.867582	1.4954
ENSMUSG00000069171.7	0.0469123	0.0332454	0.228895	0
ENSMUSG00000069181.3	0	0	0	0
ENSMUSG00000069184.2	2.65215	3.16477	1.25193	0.972858
ENSMUSG00000069188.3	0	0	0	0
ENSMUSG00000069189.4	0	0	0	0
ENSMUSG00000069196.4	0.930931	1.61094	0.419572	1.77831
ENSMUSG00000069200.2	0	0	0.0438394	0
ENSMUSG00000069204.5	16.2726	17.2717	13.3372	12.9268
ENSMUSG00000069206.5	3.03622	5.20854	4.39155	4.36314
ENSMUSG00000069208.5	10.3889	10.7587	5.33714	5.28793
ENSMUSG00000069223.4	0.175758	0.102014	0	0.543851
ENSMUSG00000069227.4	0.881937	0.763301	0.34052	0.408895
ENSMUSG00000069236.3	0	0	0	0
ENSMUSG00000069237.7	21.7169	20.7318	24.513	25.3006
ENSMUSG00000069248.4	0	0	0	0
ENSMUSG00000069255.6	25.4828	23.9925	39.6172	38.5328
ENSMUSG00000069258.4	0	0	0	0
ENSMUSG00000069259.4	0	0	0	0
ENSMUSG00000069265.2	3.01763	1.64751	0.927204	0.468881
ENSMUSG00000069266.4	73.8328	91.5392	65.8206	55.1287
ENSMUSG00000069267.2	14.0718	17.0726	3.60783	3.81497
ENSMUSG00000069268.4	9.57582	6.82153	3.21025	5.75615
ENSMUSG00000069270.4	1.79654	2.30096	5.08325	4.90173
ENSMUSG00000069271.3	238.149	292.521	203.329	216.546
ENSMUSG00000069272.4	7.77557	7.78164	5.93081	7.89273
ENSMUSG00000069273.2	65.4411	71.6436	66.094	64.9869
ENSMUSG00000069274.3	426.395	485.548	256.402	225.599
ENSMUSG00000069276.1	0	0	0	0
ENSMUSG00000069280.1	0	0	0	0
ENSMUSG00000069282.4	0	0	0	0
ENSMUSG00000069288.1	0	0	0	0
ENSMUSG00000069289.1	0	0	0	0
ENSMUSG00000069290.1	0	0	0	0
ENSMUSG00000069291.2	0	0	0	0
ENSMUSG00000069292.3	0	0	0	0
ENSMUSG00000069293.1	0	0	0	0
ENSMUSG00000069294.1	0	0	0	0
ENSMUSG00000069295.1	0	0	0	0
ENSMUSG00000069296.2	0	0	0	0
ENSMUSG00000069297.1	0	0	0	0
ENSMUSG00000069299.1	0	0	0	0
ENSMUSG00000069300.3	44.686	54.8154	13.0329	14.1855
ENSMUSG00000069301.4	12.143	17.0994	5.27296	7.74281
ENSMUSG00000069302.4	12.8531	16.4196	6.67266	7.93416
ENSMUSG00000069303.4	5.24087	5.2578	5.20099	6.1601
ENSMUSG00000069304.4	19.8039	29.0191	14.5135	15.311
ENSMUSG00000069305.3	188.821	242.683	269.094	237.377
ENSMUSG00000069306.3	958.099	1080.09	1257.96	1244.04
ENSMUSG00000069307.4	29.1308	29.0208	28.5399	27.0667
ENSMUSG00000069308.7	170.765	189.93	114.649	113.098
ENSMUSG00000069309.2	130.258	141.607	74.338	83.8502
ENSMUSG00000069310.2	32.2995	29.8713	8.08939	6.72719
ENSMUSG00000069312.2	295.203	348.038	189.932	196.653
ENSMUSG00000069314.3	411.765	431.731	382.005	367.207
ENSMUSG00000069315.2	0	0	0	0
ENSMUSG00000069324.4	0	0	0	0
ENSMUSG00000069355.5	0	0	0	0
ENSMUSG00000069367.2	272.468	197.974	250.749	207.23
ENSMUSG00000069372.2	0.047374	0	0	0
ENSMUSG00000069376.2	0	0	0	0.0450629
ENSMUSG00000069378.6	0	0	0	0
ENSMUSG00000069379.2	0	0	0	0
ENSMUSG00000069385.2	0	0	0	0
ENSMUSG00000069390.2	0	0	0	0
ENSMUSG00000069391.4	0	0	0	0
ENSMUSG00000069392.4	822.147	886.44	914.659	875.518
ENSMUSG00000069421.3	0	0	0	0
ENSMUSG00000069429.2	0	0	0	0
ENSMUSG00000069430.2	0	0	0	0
ENSMUSG00000069439.2	0	0	0	0.580651
ENSMUSG00000069441.3	0.0325657	0	0.0128251	0
ENSMUSG00000069456.4	0	0.0110817	0.0969704	0.0568031
ENSMUSG00000069475.1	0	0	0	0
ENSMUSG00000069476.6	0	0	0	0
ENSMUSG00000069495.6	15.904	17.999	23.3104	22.5758
ENSMUSG00000069515.5	0	0	0	0.0338192
ENSMUSG00000069516.6	0.298439	0.152674	0	0
ENSMUSG00000069518.4	0	0	0	0
