tracking_id	shCtrl-1_0	shCtrl-2_0	shU-1_0	shU-2_0
ENSMUSG00000024052.10	36.9677	36.7927	42.5695	40.4729
ENSMUSG00000024053.9	0.170074	0.108345	0.114111	0.190391
ENSMUSG00000024054.5	16.9701	16.6776	28.5559	26.5956
ENSMUSG00000024055.8	12.7157	12.1301	7.46401	8.10074
ENSMUSG00000024056.9	2.65022	2.26119	1.17242	1.02523
ENSMUSG00000024059.8	0	0	0	0
ENSMUSG00000024063.6	4.81888	5.43668	17.4261	17.1897
ENSMUSG00000024064.7	0.113734	0.0637788	0.0408767	0.042059
ENSMUSG00000024065.7	0.103544	0.0769764	0.153131	0.12175
ENSMUSG00000024066.7	133.659	131.301	8.44366	6.30431
ENSMUSG00000024067.7	20.7643	19.2941	23.8258	26.5266
ENSMUSG00000024068.6	12.487	12.7737	14.8939	14.7108
ENSMUSG00000024069.5	7.29118	6.0581	8.22885	6.70523
ENSMUSG00000024070.9	36.0675	38.1716	32.5163	31.7363
ENSMUSG00000024072.7	34.0696	34.8586	42.289	38.3682
ENSMUSG00000024073.6	24.5008	25.9659	37.3935	42.5773
ENSMUSG00000024074.7	21.972	22.183	14.1158	14.7305
ENSMUSG00000024076.8	0	0	0.0145795	0
ENSMUSG00000024077.9	5.30189	6.44374	7.87954	7.42286
ENSMUSG00000024078.6	8.85347	9.80993	15.7176	13.7612
ENSMUSG00000024079.4	23.2984	22.2017	18.9877	18.5187
ENSMUSG00000024081.8	15.9106	15.9324	36.6953	32.772
ENSMUSG00000024082.4	10.6515	11.4651	7.51554	6.55326
ENSMUSG00000024083.8	31.1926	33.7325	31.9385	30.0727
ENSMUSG00000024084.6	12.1843	12.2964	2.27397	2.27718
ENSMUSG00000024085.7	16.4048	17.1493	5.21866	5.75655
ENSMUSG00000024087.2	0.453757	0.508169	0.465058	0.46123
ENSMUSG00000024088.3	0	0	0	0
ENSMUSG00000024091.8	106.497	106.713	145.406	139.933
ENSMUSG00000024095.7	22.8425	23.3777	25.8592	24.1974
ENSMUSG00000024096.9	26.8388	26.4589	35.5392	32.787
ENSMUSG00000024097.9	77.0241	67.7659	76.5187	69.5225
ENSMUSG00000024098.5	23.6878	24.8217	11.0958	11.6088
ENSMUSG00000024099.8	114.127	110.609	118.581	107.12
ENSMUSG00000024101.8	10.7328	10.5455	10.3432	8.98057
ENSMUSG00000024104.8	49.1922	50.3367	69.5472	66.9366
ENSMUSG00000024105.2	0	0	0	0
ENSMUSG00000024107.6	0	0	0	0
ENSMUSG00000024109.10	0.39636	0.421936	0.0212215	0.0496464
ENSMUSG00000024112.9	5.16961	6.61231	0.436512	0.396986
ENSMUSG00000024114.8	0.146204	0.371168	0	0.0230555
ENSMUSG00000024116.5	0	0	0	0
ENSMUSG00000024118.7	4.23851	4.60688	4.69576	5.48874
ENSMUSG00000024120.6	29.0242	26.9721	56.1297	53.2434
ENSMUSG00000024121.7	34.7589	34.9679	65.0296	79.4077
ENSMUSG00000024122.10	18.2727	18.8018	16.2426	17.1222
ENSMUSG00000024124.3	0	0	0	0
ENSMUSG00000024125.1	0	0	0	0
ENSMUSG00000024127.7	14.862	13.8287	17.6545	18.4829
ENSMUSG00000024128.5	0	0	0	0
ENSMUSG00000024130.9	44.0767	45.3715	38.7945	41.9463
ENSMUSG00000024131.7	28.2265	25.9851	9.45639	9.20714
ENSMUSG00000024132.5	48.6786	47.7105	23.0913	20.4611
ENSMUSG00000024134.9	0	0	0	0
ENSMUSG00000024135.8	8.37031	7.85165	5.46156	5.8698
ENSMUSG00000024136.8	0.64264	0.650237	0.661933	1.13151
ENSMUSG00000024137.8	6.06943	6.32872	6.21735	5.75075
ENSMUSG00000024140.9	0.454714	0.473899	0.206663	0.143694
ENSMUSG00000024142.7	5.02763	5.53492	3.60155	3.94682
ENSMUSG00000024143.8	12.3162	12.2548	17.0992	17.203
ENSMUSG00000024145.6	15.3253	14.6823	32.8095	26.8798
ENSMUSG00000024146.3	62.0186	60.4775	66.9082	72.5514
ENSMUSG00000024150.5	24.9632	28.4101	67.3917	58.0585
ENSMUSG00000024151.7	22.5594	22.671	22.952	20.7657
ENSMUSG00000024154.4	0	0.0237539	0	0
ENSMUSG00000024155.7	3.05983	3.16234	0.0237788	0.118425
ENSMUSG00000024158.10	42.1056	41.7697	27.0304	26.3366
ENSMUSG00000024160.10	17.8509	20.8994	15.2364	17.3239
ENSMUSG00000024163.10	30.3122	29.655	55.9542	60.0213
ENSMUSG00000024164.8	170.628	173.93	24.6533	24.1629
ENSMUSG00000024165.8	44.2281	42.7725	31.0133	29.8962
ENSMUSG00000024168.7	0.0434716	0.144708	0.108364	0.34526
ENSMUSG00000024169.8	9.68189	9.44928	7.36507	8.49897
ENSMUSG00000024170.8	7.91407	11.1658	9.38545	13.9766
ENSMUSG00000024171.4	0	0	0	0
ENSMUSG00000024172.4	0	0	0	0
ENSMUSG00000024173.8	0.0173755	0	0	0
ENSMUSG00000024174.8	1.73703	1.7255	2.74064	3.07511
ENSMUSG00000024175.1	0.474689	0.27921	0.107629	0.241335
ENSMUSG00000024176.4	0	0.0119111	0	0
ENSMUSG00000024177.7	37.0853	40.6508	20.6036	19.8944
ENSMUSG00000024180.7	1.83807	2.5296	1.52584	2.02212
ENSMUSG00000024181.8	38.8996	42.6211	35.9602	31.6795
ENSMUSG00000024182.9	14.0826	13.5651	22.6026	24.6361
ENSMUSG00000024184.9	0.0928264	0	0	0.0243782
ENSMUSG00000024186.9	0.697397	1.30362	0.969297	1.04787
ENSMUSG00000024187.8	19.4865	17.1038	17.0612	17.795
ENSMUSG00000024188.9	68.3531	70.4682	72.9184	71.0571
ENSMUSG00000024190.6	22.8951	20.6189	70.9322	92.9103
ENSMUSG00000024191.8	17.1186	19.1688	13.6295	13.6589
ENSMUSG00000024193.7	3.51813	2.7918	5.23773	4.65605
ENSMUSG00000024194.8	41.5999	39.7501	33.3432	31.7293
ENSMUSG00000024197.9	100.487	97.5382	23.8505	21.9644
ENSMUSG00000024201.6	8.64032	8.07323	9.80795	9.58593
ENSMUSG00000024205.6	1.65204	1.73003	2.25103	3.83062
ENSMUSG00000024206.8	0.300717	0.516916	0.643014	0.696255
ENSMUSG00000024207.7	0	0	0	0
ENSMUSG00000024208.9	201.872	208.529	237.89	210.182
ENSMUSG00000024209.8	0.0122425	0	0	0
ENSMUSG00000024210.2	0.0284254	0.015893	0.0337126	0.0167707
ENSMUSG00000024211.9	0	0.0253816	0	0.0076077
ENSMUSG00000024212.7	7.72708	7.35685	5.85147	6.88864
ENSMUSG00000024213.6	80.8302	75.4389	60.8255	43.8748
ENSMUSG00000024215.7	0.0473562	0	0.02197	0.196901
ENSMUSG00000024217.9	42.2152	40.8019	48.5366	41.5932
ENSMUSG00000024218.6	14.8553	14.5864	11.5441	11.9447
ENSMUSG00000024219.9	6.69483	7.39301	11.0757	10.5675
ENSMUSG00000024220.7	6.315	5.31858	5.58162	7.732
ENSMUSG00000024222.9	56.7914	59.4139	103.509	101.402
ENSMUSG00000024223.2	0.0687126	0.15523	0	0
ENSMUSG00000024224.4	0	0	0	0
ENSMUSG00000024225.4	0	0	0	0
ENSMUSG00000024227.7	0	0	0	0
ENSMUSG00000024228.6	6.70169	6.68091	4.84475	3.54311
ENSMUSG00000024231.7	12.3729	13.6572	21.4519	21.9446
ENSMUSG00000024232.1	4.73317	4.91513	1.49848	1.18505
ENSMUSG00000024233.4	0.0685828	0.0788261	0	0
ENSMUSG00000024234.6	13.3857	14.1626	19.6497	22.0156
ENSMUSG00000024235.4	0.736932	0.786389	0.539488	0.501355
ENSMUSG00000024236.10	38.8939	41.1166	33.1237	33.8628
ENSMUSG00000024238.5	25.5127	24.3371	20.8231	23.5509
ENSMUSG00000024240.7	15.2152	15.8218	15.2052	15.317
ENSMUSG00000024241.6	2.56135	2.93229	3.07583	4.76853
ENSMUSG00000024242.8	47.4285	50.1079	33.2317	33.0538
ENSMUSG00000024245.4	0	0	0	0
ENSMUSG00000024246.7	4.29664	3.51402	4.54456	4.1604
ENSMUSG00000024247.7	5.13018	6.06909	3.16747	3.55982
ENSMUSG00000024248.7	228.14	221.468	276.236	235.33
ENSMUSG00000024251.8	9.99012	12.2962	12.1928	12.9212
ENSMUSG00000024253.8	12.141	13.2997	5.18946	5.94284
ENSMUSG00000024254.8	0.108058	0.0453073	0.010182	0.0159385
ENSMUSG00000024256.6	0	0	0	0
ENSMUSG00000024258.3	21.0663	21.8588	25.5623	24.1149
ENSMUSG00000024259.7	21.5783	22.5935	19.1639	20.3267
ENSMUSG00000024260.6	3.73744	3.47164	3.56379	5.46285
ENSMUSG00000024261.4	0	0	0	0.0189455
ENSMUSG00000024266.7	0	0	0	0
ENSMUSG00000024268.8	0.20408	0.200223	0.306755	0.307064
ENSMUSG00000024269.4	3.37368	3.78458	2.68972	2.88017
ENSMUSG00000024270.5	5.13133	4.7573	12.325	12.2836
ENSMUSG00000024271.6	41.4281	40.862	51.5393	51.2447
ENSMUSG00000024273.7	11.8594	12.9583	15.8899	15.186
ENSMUSG00000024274.7	3.54643	2.91661	1.91388	2.71896
ENSMUSG00000024276.6	19.106	20.4335	19.5602	18.9392
ENSMUSG00000024277.8	6.76201	4.97343	5.37437	8.04667
ENSMUSG00000024283.8	58.714	53.3086	70.9445	79.9388
ENSMUSG00000024286.6	34.3817	35.0438	37.5562	33.306
ENSMUSG00000024287.7	14.2493	13.8116	20.1084	18.4094
ENSMUSG00000024290.8	25.3023	23.3437	34.9035	39.4699
ENSMUSG00000024292.7	3.32904	3.15372	0.0889549	0.177034
ENSMUSG00000024293.8	17.8041	17.7414	27.0907	26.9654
ENSMUSG00000024294.7	50.1734	50.0287	70.4656	69.1801
ENSMUSG00000024295.7	0.579874	0.343203	0.446365	0.403471
ENSMUSG00000024298.8	19.5488	23.0856	17.9826	20.9815
ENSMUSG00000024299.10	7.26584	7.01251	8.40799	7.67407
ENSMUSG00000024300.10	0	0.0092146	0.0195828	0
ENSMUSG00000024301.8	1.79859	1.89041	2.40081	2.46604
ENSMUSG00000024302.8	0.461149	0.480164	0.974256	0.684498
ENSMUSG00000024304.8	80.162	83.0759	62.2021	66.6764
ENSMUSG00000024306.6	0	0	0	0
ENSMUSG00000024308.7	56.2231	61.8751	22.2462	23.9506
ENSMUSG00000024309.7	61.089	58.9416	55.5992	45.8782
ENSMUSG00000024312.9	10.3277	10.6152	18.9109	18.4053
ENSMUSG00000024313.6	0.0143781	0	0	0
ENSMUSG00000024317.7	12.8791	12.0988	22.526	23.1823
ENSMUSG00000024319.10	17.6186	16.6765	13.7295	11.0663
ENSMUSG00000024325.8	2.97236	2.70748	2.68305	2.63132
ENSMUSG00000024327.9	81.6796	82.447	144.22	132.246
ENSMUSG00000024330.9	1.89418	2.24241	0.452991	1.10593
ENSMUSG00000024331.5	0.0968561	0.107671	0.150215	0.181149
ENSMUSG00000024334.7	0	0	0	0
ENSMUSG00000024335.12	38.6114	40.1481	66.3204	77.3796
ENSMUSG00000024337.8	5.3194	4.15048	0.491025	0.154418
ENSMUSG00000024338.8	7.27113	9.52395	0.569299	0.779499
ENSMUSG00000024339.6	2.14374	2.18098	0.283694	0.310662
ENSMUSG00000024340.7	0	0	0	0
ENSMUSG00000024346.5	86.8376	85.5151	97.1664	82.4244
ENSMUSG00000024347.8	0.0473799	0.0301392	0.0319804	0.0317902
ENSMUSG00000024349.8	1.98288	2.23987	0.3462	0.527248
ENSMUSG00000024350.5	6.36621	6.27538	8.58595	9.24642
ENSMUSG00000024352.5	8.07795	7.20804	6.23712	6.25526
ENSMUSG00000024353.4	0.0432759	0	0.0519851	0
ENSMUSG00000024354.5	0.995394	1.05733	0.863754	1.01726
ENSMUSG00000024357.9	20.1475	21.3781	13.0303	14.6463
ENSMUSG00000024359.8	235.881	238.42	409.422	380.5
ENSMUSG00000024360.6	93.7217	91.3241	136.278	125.126
ENSMUSG00000024365.9	0	0	0	0
ENSMUSG00000024366.7	0	0	0	0
ENSMUSG00000024369.10	11.5348	12.7229	12.4658	13.8136
ENSMUSG00000024370.9	25.0883	27.5086	23.0179	20.7427
ENSMUSG00000024371.6	52.689	54.6363	8.6816	9.56952
ENSMUSG00000024376.6	0.498103	0.518904	0.859644	0.806277
ENSMUSG00000024378.3	3.06092	3.72744	6.91237	7.39846
ENSMUSG00000024379.3	0	0	0	0
ENSMUSG00000024380.6	0	0	0	0
ENSMUSG00000024381.8	21.0485	21.9883	24.4962	24.8783
ENSMUSG00000024382.7	13.2901	13.5741	21.5494	19.8979
ENSMUSG00000024383.8	15.9165	16.8738	24.944	27.6525
ENSMUSG00000024384.3	8.56334	8.61448	9.99187	9.39473
ENSMUSG00000024386.7	83.7142	87.1065	33.4524	32.2416
ENSMUSG00000024387.6	63.1601	64.2066	94.2899	99.5789
ENSMUSG00000024388.10	0.254919	0.412659	0.0328444	0.0326167
ENSMUSG00000024389.8	6.53129	5.22327	6.89395	4.7177
ENSMUSG00000024391.6	1.09735	1.179	1.08873	0.134317
ENSMUSG00000024392.9	65.7203	59.9821	68.4495	74.1983
ENSMUSG00000024393.6	10.5001	9.88676	11.3775	16.051
ENSMUSG00000024395.7	18.0616	19.4643	6.77472	6.50898
ENSMUSG00000024397.7	0.131266	0	0	0
ENSMUSG00000024399.5	0.217582	0.0491016	0.155955	0.0520207
ENSMUSG00000024400.9	33.6192	34.3061	45.5956	36.4931
ENSMUSG00000024401.8	0	0.0234496	0	0
ENSMUSG00000024402.5	0	0.0286745	0.0303913	0.0606088
ENSMUSG00000024403.10	1.51603	2.11086	2.68668	3.19784
ENSMUSG00000024404.6	40.2005	42.8479	60.1584	53.969
ENSMUSG00000024406.9	0.0526255	0.29602	0.188236	0.156441
ENSMUSG00000024409.8	0.190313	0.270512	0	0
ENSMUSG00000024410.8	22.9884	26.4582	34.3383	35.7119
ENSMUSG00000024411.8	0	0	0	0
ENSMUSG00000024413.6	14.1115	15.1968	15.4896	15.9413
ENSMUSG00000024414.7	39.4371	38.7338	33.7249	27.5463
ENSMUSG00000024420.7	0.0150039	0.0167011	0	0
ENSMUSG00000024421.9	0.0281007	0.0097771	0	0.0206029
ENSMUSG00000024422.8	14.9528	13.5927	22.2468	19.7027
ENSMUSG00000024423.5	16.9013	16.679	28.7562	27.8654
ENSMUSG00000024424.8	0.227509	0.492956	0.471357	0.283678
ENSMUSG00000024425.3	247.598	253.595	220.99	209.745
ENSMUSG00000024426.10	8.60762	6.09727	6.48214	5.93245
ENSMUSG00000024427.6	0.24456	0.0983908	0.393513	0.526584
ENSMUSG00000024429.8	12.4061	11.5692	15.0104	14.7574
ENSMUSG00000024430.7	0.186262	0.198341	0.0736814	0
ENSMUSG00000024431.7	24.607	25.997	28.7275	28.124
ENSMUSG00000024436.10	34.6361	37.5603	52.7313	57.3561
ENSMUSG00000024437.5	4.27307	6.22934	7.62268	9.15403
ENSMUSG00000024440.6	0.0110555	0.0369278	0	0
ENSMUSG00000024442.5	12.5495	13.9073	13.3658	14.9784
ENSMUSG00000024446.7	37.6287	39.2993	20.547	19.4066
ENSMUSG00000024448.8	0	0	0	0
ENSMUSG00000024451.7	0.563224	0.700574	0.856417	1.04632
ENSMUSG00000024454.8	37.1502	39.1931	44.7786	40.9898
ENSMUSG00000024456.9	11.1823	11.8931	9.48159	11.0633
ENSMUSG00000024457.9	19.7467	18.0084	12.0375	14.6991
ENSMUSG00000024459.10	0.0397444	0.0444218	0.0314113	0.031246
ENSMUSG00000024462.10	4.77422	6.13355	6.89931	7.84239
ENSMUSG00000024471.6	0	0	0	0
ENSMUSG00000024472.8	7.09749	7.26378	13.4763	14.3336
ENSMUSG00000024474.4	65.5168	62.1532	50.2456	50.9032
ENSMUSG00000024477.3	11.8842	12.3252	8.24117	8.15377
ENSMUSG00000024479.2	16.2308	16.6222	6.51932	5.25199
ENSMUSG00000024480.7	32.6948	30.5916	52.9605	48.2872
ENSMUSG00000024481.4	0.0791321	0.0441487	0	0.0349198
ENSMUSG00000024483.11	30.7314	35.4199	33.8882	36.2001
ENSMUSG00000024485.8	0.336335	0.315668	0.179874	0.164749
ENSMUSG00000024486.5	23.5727	24.752	44.1742	41.9309
ENSMUSG00000024487.4	26.9195	26.2312	30.4733	26.833
ENSMUSG00000024491.8	6.89886	7.32091	11.3407	13.6422
ENSMUSG00000024493.7	81.5257	81.0703	117.319	105.245
ENSMUSG00000024497.2	0	0	0	0
ENSMUSG00000024498.8	11.1849	11.7409	18.22	20.7819
ENSMUSG00000024500.12	10.5505	10.9148	32.9403	30.8375
ENSMUSG00000024501.13	40.4958	42.1466	43.6816	45.1744
ENSMUSG00000024502.8	0	0	0	0
ENSMUSG00000024503.2	0	0	0	0
ENSMUSG00000024505.9	2.04942	2.13795	3.44194	3.47347
ENSMUSG00000024507.6	76.5637	75.3931	63.8291	55.0456
ENSMUSG00000024510.5	0	0	0	0
ENSMUSG00000024511.9	19.1788	20.3641	10.6874	11.6033
ENSMUSG00000024512.2	0	0	0	0
ENSMUSG00000024513.9	45.9812	45.4897	54.0999	53.4317
ENSMUSG00000024515.7	42.7609	43.9215	62.4402	58.6154
ENSMUSG00000024516.6	17.4931	16.9512	18.4947	17.0169
ENSMUSG00000024517.9	0	0	0	0
ENSMUSG00000024518.3	0	0	0	0
ENSMUSG00000024519.5	0	0	0.0230273	0.0229336
ENSMUSG00000024521.7	19.8692	18.1122	51.6384	52.3362
ENSMUSG00000024524.9	1.88569	1.8028	0.861911	1.07193
ENSMUSG00000024525.6	1.74943	1.59308	0.636423	0.853444
ENSMUSG00000024526.8	0	0	0.0375346	0
ENSMUSG00000024527.8	14.0504	14.364	18.3153	16.6485
ENSMUSG00000024528.7	14.1719	16.6477	18.5271	17.5051
ENSMUSG00000024529.6	0	0	0	0
ENSMUSG00000024530.7	0.0304687	0	0	0
ENSMUSG00000024532.7	0	0	0	0
ENSMUSG00000024533.8	1.12487	1.20531	1.66821	1.93659
ENSMUSG00000024534.8	0	0	0	0
ENSMUSG00000024535.9	16.483	19.1889	11.5282	9.75368
ENSMUSG00000024537.3	18.2251	19.8613	20.5322	20.3363
ENSMUSG00000024538.7	24.0344	23.7395	14.0721	14.0383
ENSMUSG00000024539.11	18.6402	18.351	34.9272	34.3703
ENSMUSG00000024542.7	6.89034	7.08616	7.39167	9.14194
ENSMUSG00000024544.7	0.613351	0.845896	0.618779	0.430848
ENSMUSG00000024546.5	0	0	0	0
ENSMUSG00000024548.9	0.137172	0.0847452	0.0287817	0.0571467
ENSMUSG00000024552.8	0	0	0	0
ENSMUSG00000024553.7	0	0	0	0
ENSMUSG00000024556.3	25.2297	25.8556	34.0797	32.0693
ENSMUSG00000024558.5	0.924251	1.05029	4.59118	5.72408
ENSMUSG00000024560.6	9.68566	9.43885	11.2288	13.0193
ENSMUSG00000024561.7	19.09	19.7923	22.9527	22.7537
ENSMUSG00000024563.9	23.134	25.0647	42.7179	41.2992
ENSMUSG00000024565.8	0.0712103	0.138677	0.0630727	0.0782914
ENSMUSG00000024566.7	17.281	20.9172	21.0021	19.3719
ENSMUSG00000024570.6	25.7077	25.8848	21.8131	20.35
ENSMUSG00000024571.8	96.1391	90.5525	100.737	95.5599
ENSMUSG00000024575.8	0.275653	0.259577	0.0610788	0.131738
ENSMUSG00000024576.8	115.456	124.136	172.677	178.231
ENSMUSG00000024578.2	0	0	0	0
ENSMUSG00000024579.2	13.4866	13.895	15.7088	16.9508
ENSMUSG00000024580.7	12.4114	12.3938	14.0249	14.1558
ENSMUSG00000024581.6	12.4737	12.6802	22.8531	20.1875
ENSMUSG00000024583.2	66.3038	65.4387	76.8397	72.4933
ENSMUSG00000024587.9	185.468	175.447	267.466	233.02
ENSMUSG00000024588.7	27.6706	27.6658	28.9334	27.7809
ENSMUSG00000024589.8	10.0937	10.9234	14.8689	15.5763
ENSMUSG00000024590.8	8.89565	7.96903	4.59472	4.96748
ENSMUSG00000024592.9	8.11565	8.8595	5.75956	5.15633
ENSMUSG00000024593.9	0.03719	0.018102	0	0
ENSMUSG00000024594.8	3.87915	3.99649	5.05977	6.15954
ENSMUSG00000024597.9	19.8491	19.9136	17.7956	16.3487
ENSMUSG00000024598.7	0	0	0	0
ENSMUSG00000024600.8	0.956015	0.922083	2.65467	3.10389
ENSMUSG00000024601.8	9.59645	10.4256	9.28801	9.61116
ENSMUSG00000024603.6	34.2364	34.9865	55.0967	53.2972
ENSMUSG00000024604.7	19.236	22.6688	25.9523	22.6435
ENSMUSG00000024608.4	3218.83	3191.67	4881.53	4357.52
ENSMUSG00000024610.8	0.297118	0.301347	0.212869	0.0592127
ENSMUSG00000024613.8	3.30082	3.45383	3.5731	4.4331
ENSMUSG00000024614.6	13.08	13.3304	33.7525	34.1036
ENSMUSG00000024617.10	0.232212	0.188641	0.116458	0.17967
ENSMUSG00000024619.8	0	0	0	0
ENSMUSG00000024620.5	0.0171323	0.00635901	0	0
ENSMUSG00000024621.8	0.340104	0.127792	0.0504752	0.184433
ENSMUSG00000024622.6	10.6183	10.538	16.9016	16.7207
ENSMUSG00000024639.5	34.4852	34.7375	23.3457	26.7939
ENSMUSG00000024640.3	210.515	225.187	329.859	265.828
ENSMUSG00000024642.9	11.0061	9.81065	14.0275	14.2216
ENSMUSG00000024644.9	96.5697	95.3295	79.7692	67.6881
ENSMUSG00000024645.3	15.7613	14.5077	13.8737	11.8795
ENSMUSG00000024646.7	689.005	675.519	795.234	711.823
ENSMUSG00000024647.8	0	0	0	0
ENSMUSG00000024650.4	0	0	0	0
ENSMUSG00000024653.2	0	0	0.143468	0
ENSMUSG00000024654.8	6.73179	8.20541	9.4682	10.0905
ENSMUSG00000024658.7	0.0165056	0.0369561	0.0979763	0.117027
ENSMUSG00000024659.7	3.73762	3.36389	11.4823	10.0508
ENSMUSG00000024660.7	10.4502	10.2697	6.82282	6.59887
ENSMUSG00000024661.6	854.214	884.598	1851.54	1653.2
ENSMUSG00000024663.11	3.00676	3.12107	1.25263	0.844896
ENSMUSG00000024664.3	133.312	146.013	208.81	212.477
ENSMUSG00000024665.7	46.8564	50.7391	27.0297	28.1414
ENSMUSG00000024666.5	9.82806	11.0308	14.6047	16.3227
ENSMUSG00000024667.5	24.7118	23.6645	34.7947	29.7565
ENSMUSG00000024668.7	39.6591	38.3795	54.3807	51.3074
ENSMUSG00000024669.7	0.0481246	0.107727	0.076162	0.0379013
ENSMUSG00000024670.9	0	0	0	0
ENSMUSG00000024671.6	0.009025	0	0	0
ENSMUSG00000024672.5	0.0525515	0	0	0
ENSMUSG00000024673.7	0	0	0	0
ENSMUSG00000024675.12	0.980458	1.09698	1.04333	0.823683
ENSMUSG00000024677.7	0.327154	0.463069	0.270556	0.233862
ENSMUSG00000024678.6	2.63767	2.98814	1.66569	1.60566
ENSMUSG00000024679.4	0.240098	0.267298	0.324517	0.0948505
ENSMUSG00000024680.5	0.0299213	0	0.0899321	0.0161164
ENSMUSG00000024681.4	0	0	0	0
ENSMUSG00000024682.3	0	0	0	0.0267118
ENSMUSG00000024683.4	42.997	44.7468	42.3249	42.2736
ENSMUSG00000024687.9	28.272	31.1277	14.2027	15.1966
ENSMUSG00000024691.6	0.0770094	0.0358639	0	0.0122638
ENSMUSG00000024694.3	11.7836	12.1483	0.288039	0.402541
ENSMUSG00000024695.9	53.9579	55.0872	71.9544	74.9507
ENSMUSG00000024696.8	0.754193	0.54873	0.315124	0.265612
ENSMUSG00000024697.3	0.178196	0.198785	0.110998	0.220659
ENSMUSG00000024712.3	46.7479	51.7543	56.6703	60.1988
ENSMUSG00000024713.8	0	0	0	0.0125153
ENSMUSG00000024725.6	54.4318	52.0281	38.0191	35.4161
ENSMUSG00000024726.9	22.444	22.7926	23.9081	22.0333
ENSMUSG00000024727.8	0.778497	0.682648	0.167179	0.143886
ENSMUSG00000024728.6	0	0	0	0
ENSMUSG00000024729.6	0	0	0	0
ENSMUSG00000024730.6	0	0.0388991	0	0
ENSMUSG00000024731.8	0	0.0504536	0	0
ENSMUSG00000024732.6	7.4931	7.84353	11.6892	11.9294
ENSMUSG00000024734.2	0	0	0	0
ENSMUSG00000024735.6	120.496	125.423	124.831	139.206
ENSMUSG00000024736.8	41.3522	41.9407	39.1892	39.9508
ENSMUSG00000024737.2	0.140419	0.156411	0.120705	0.142392
ENSMUSG00000024738.5	0	0.0278739	0	0
ENSMUSG00000024740.8	490.092	507.713	656.469	594.67
ENSMUSG00000024742.7	38.4157	44.0293	23.3355	25.6937
ENSMUSG00000024743.7	0.154069	0.0749168	0.182104	0.096638
ENSMUSG00000024747.3	33.983	36.8668	15.3527	12.1863
ENSMUSG00000024749.7	0	0	0	0
ENSMUSG00000024750.4	107.526	110.375	148.826	148.339
ENSMUSG00000024754.6	37.9039	38.477	10.9206	10.5263
ENSMUSG00000024757.7	0	0	0	0
ENSMUSG00000024758.7	79.4711	77.5621	44.1661	48.8389
ENSMUSG00000024759.7	47.767	47.3996	30.5731	33.6419
ENSMUSG00000024761.2	0	0.120695	0	0
ENSMUSG00000024764.9	20.4789	20.6928	16.2636	15.3785
ENSMUSG00000024766.7	0	0	0.0268323	0
ENSMUSG00000024767.5	161.845	163.816	83.9382	81.2351
ENSMUSG00000024768.5	0	0	0	0
ENSMUSG00000024769.7	11.4236	10.7798	21.364	21.4871
ENSMUSG00000024770.7	0	0	0	0
ENSMUSG00000024771.5	0	0	0	0
ENSMUSG00000024772.8	52.0182	57.7811	96.2346	102.679
ENSMUSG00000024773.8	10.1295	10.6042	14.5114	17.0486
ENSMUSG00000024774.8	0.0379119	0	0	0
ENSMUSG00000024776.10	16.0842	14.9844	23.1168	20.8604
ENSMUSG00000024777.9	20.9707	19.2454	26.977	28.9168
ENSMUSG00000024778.6	29.3671	29.0143	25.7059	23.3836
ENSMUSG00000024780.5	47.1208	45.891	102.963	107.332
ENSMUSG00000024781.8	65.1013	64.9404	48.0997	44.1261
ENSMUSG00000024782.7	106.435	110.161	115.087	118.232
ENSMUSG00000024784.7	0.0761465	0	0	0
ENSMUSG00000024785.6	46.4467	46.8685	67.062	65.5172
ENSMUSG00000024786.3	0.0581988	0.131132	0.0694758	0.034663
ENSMUSG00000024787.7	29.9878	28.0243	22.5469	20.6097
ENSMUSG00000024789.6	48.756	50.7505	37.6441	36.2492
ENSMUSG00000024790.7	21.2261	22.1092	21.8398	21.9615
ENSMUSG00000024791.4	6.1142	6.01857	4.11916	4.4373
ENSMUSG00000024792.2	36.2194	39.3958	51.4163	51.4782
ENSMUSG00000024793.8	0.208099	0.144392	0.0255077	0.0508347
ENSMUSG00000024795.9	4.70302	4.86551	3.96911	3.77939
ENSMUSG00000024797.6	42.5255	41.7824	45.1473	42.1441
ENSMUSG00000024798.9	0	0	0	0
ENSMUSG00000024799.7	58.8089	59.2665	18.095	20.3309
ENSMUSG00000024800.7	24.482	26.4008	29.0319	26.5252
ENSMUSG00000024803.8	58.2811	55.6498	71.5996	67.852
ENSMUSG00000024805.8	3.6475	4.62073	9.38354	9.94252
ENSMUSG00000024806.3	2.27886	1.8635	0.447517	0.3605
ENSMUSG00000024807.10	10.6433	10.6269	13.3119	15.6591
ENSMUSG00000024810.9	12.9744	11.8967	24.6747	22.7921
ENSMUSG00000024811.5	176.993	175.122	211.5	215.249
ENSMUSG00000024812.8	79.3229	80.038	85.4998	82.1924
ENSMUSG00000024815.4	0	0	0	0
ENSMUSG00000024816.6	26.4452	30.3338	48.4778	48.3229
ENSMUSG00000024817.7	97.2233	102.278	171.509	163.759
ENSMUSG00000024818.8	18.9581	20.037	9.3554	8.38251
ENSMUSG00000024824.6	22.8222	19.7096	32.008	26.8492
ENSMUSG00000024826.8	58.0669	52.5611	46.6591	60.8536
ENSMUSG00000024827.8	231.935	243.266	122.889	122.038
ENSMUSG00000024829.6	98.0135	102.132	120.674	113.353
